 2017-04-25 07:26:00,613 [P29608/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.13 application starting on H10DCPE72536
 2017-04-25 07:27:02,797 [P29608/D2/T8] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: loefflerm@84lumber.com logged in from IP address ::1
 2017-04-25 07:27:03,520 [P29608/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-04-25 07:27:03,527 [P29608/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 6ms)
 2017-04-25 07:27:04,358 [P29608/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2017-04-25 07:27:04,364 [P29608/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 6ms)
 2017-04-25 07:27:04,526 [P29608/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-04-25 07:27:04,526 [P29608/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2017-04-25 07:27:04,527 [P29608/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-04-25 07:27:04,534 [P29608/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 6ms)
 2017-04-25 07:27:05,368 [P29608/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-04-25 07:27:05,373 [P29608/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 4ms)
 2017-04-25 07:27:15,943 [P29608/D2/T15] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2017-04-24 07:27:15
 2017-04-25 07:46:38,934 [P29608/D2/T14] INFO  Umbraco.Core.Logging.OwinLogger - Event Id: 0, state: User logged will be logged out due to timeout: loefflerm@84lumber.com, IP Address: ::1
 2017-04-25 07:52:05,146 [P29608/D2/T74] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username loefflerm@84lumber.com from IP address ::1
 2017-04-25 07:52:05,146 [P29608/D2/T74] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: loefflerm@84lumber.com logged in from IP address ::1
 2017-04-25 07:53:10,710 [P29608/D2/T82] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-04-25 07:53:10,710 [P29608/D2/T82] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2017-04-25 07:53:11,579 [P29608/D2/T91] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2017-04-25 07:53:11,668 [P29608/D2/T91] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 88ms)
 2017-04-25 07:53:12,455 [P29608/D2/T87] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-04-25 07:53:12,455 [P29608/D2/T87] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2017-04-25 08:06:49,536 [P34168/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.13 application starting on H10DCPE72536
 2017-04-25 08:06:49,602 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-04-25 08:06:49,612 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 9ms)
 2017-04-25 08:06:49,768 [P34168/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-04-25 08:06:49,768 [P34168/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-04-25 08:06:49,799 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2017-04-25 08:06:50,661 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 861ms)
 2017-04-25 08:06:50,763 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-04-25 08:06:50,767 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 3ms)
 2017-04-25 08:06:50,767 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-04-25 08:06:50,771 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 3ms)
 2017-04-25 08:06:50,854 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2017-04-25 08:06:50,858 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 3ms)
 2017-04-25 08:06:50,858 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2017-04-25 08:06:50,864 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 5ms)
 2017-04-25 08:06:51,054 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2017-04-25 08:06:51,058 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 3ms)
 2017-04-25 08:06:51,058 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2017-04-25 08:06:51,063 [P34168/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 4ms)
 2017-04-25 08:06:52,798 [P34168/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-04-25 08:06:53,378 [P34168/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-04-25 08:06:53,391 [P34168/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2017-04-25 08:06:53,576 [P34168/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2017-04-25 08:06:53,785 [P34168/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 4405ms)
 2017-04-25 08:06:54,146 [P34168/D2/T6] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:49404/umbraco (UmbracoModule request)
 2017-04-25 08:06:58,010 [P34168/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-04-25 08:06:58,019 [P34168/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 8ms)
 2017-04-25 08:07:01,256 [P34168/D2/T14] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2017-04-25 08:07:01,263 [P34168/D2/T14] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 6ms)
 2017-04-25 08:07:01,926 [P34168/D2/T14] INFO  umbraco.content - Load Xml from file...
 2017-04-25 08:07:01,937 [P34168/D2/T14] INFO  umbraco.content - Loaded Xml from file.
 2017-04-25 08:07:02,280 [P34168/D2/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2017-04-25 08:07:02,290 [P34168/D2/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 9ms)
 2017-04-25 08:07:08,314 [P34168/D2/T14] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2017-04-25 08:07:19,158 [P34168/D2/T19] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2017-04-25 08:10:48,728 [P20684/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.13 application starting on H10DCPE72536
 2017-04-25 08:10:48,750 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-04-25 08:10:48,763 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 13ms)
 2017-04-25 08:10:48,804 [P20684/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-04-25 08:10:48,805 [P20684/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-04-25 08:10:48,809 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2017-04-25 08:10:49,132 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 323ms)
 2017-04-25 08:10:49,146 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-04-25 08:10:49,150 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 4ms)
 2017-04-25 08:10:49,151 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-04-25 08:10:49,156 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 5ms)
 2017-04-25 08:10:49,167 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2017-04-25 08:10:49,171 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 4ms)
 2017-04-25 08:10:49,172 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2017-04-25 08:10:49,210 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 38ms)
 2017-04-25 08:10:49,262 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2017-04-25 08:10:49,265 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 3ms)
 2017-04-25 08:10:49,266 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2017-04-25 08:10:49,271 [P20684/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 4ms)
 2017-04-25 08:10:50,215 [P20684/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-04-25 08:10:50,491 [P20684/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-04-25 08:10:50,502 [P20684/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2017-04-25 08:10:50,616 [P20684/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2017-04-25 08:10:50,735 [P20684/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 2070ms)
 2017-04-25 08:10:50,921 [P20684/D2/T5] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:49404/umbraco (UmbracoModule request)
 2017-04-25 08:10:51,173 [P20684/D2/T5] INFO  umbraco.content - Load Xml from file...
 2017-04-25 08:10:51,174 [P20684/D2/T5] INFO  umbraco.content - Loaded Xml from file.
 2017-04-25 08:10:51,977 [P20684/D2/T5] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2017-04-25 08:10:51,986 [P20684/D2/T5] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 8ms)
 2017-04-25 08:11:01,053 [P20684/D2/T5] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2017-04-25 08:11:51,329 [P20684/D2/T17] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2017-04-24 08:11:51
 2017-04-25 08:11:51,428 [P20684/D2/T13] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2017-04-25 08:11:51,433 [P20684/D2/T13] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 4ms)
 2017-04-25 08:15:53,759 [P21440/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.13 application starting on H10DCPE72536
 2017-04-25 08:15:53,777 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-04-25 08:15:53,784 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 7ms)
 2017-04-25 08:15:53,830 [P21440/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-04-25 08:15:53,831 [P21440/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-04-25 08:15:53,835 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2017-04-25 08:15:54,076 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 240ms)
 2017-04-25 08:15:54,087 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-04-25 08:15:54,091 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 3ms)
 2017-04-25 08:15:54,091 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-04-25 08:15:54,098 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 6ms)
 2017-04-25 08:15:54,131 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2017-04-25 08:15:54,134 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 2ms)
 2017-04-25 08:15:54,134 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2017-04-25 08:15:54,139 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 4ms)
 2017-04-25 08:15:54,193 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2017-04-25 08:15:54,196 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 2ms)
 2017-04-25 08:15:54,197 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2017-04-25 08:15:54,200 [P21440/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 3ms)
 2017-04-25 08:15:55,091 [P21440/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-04-25 08:15:55,316 [P21440/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-04-25 08:15:55,328 [P21440/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2017-04-25 08:15:55,434 [P21440/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2017-04-25 08:15:55,523 [P21440/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 1823ms)
 2017-04-25 08:15:55,632 [P21440/D2/T7] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:49404/umbraco (UmbracoModule request)
 2017-04-25 08:15:55,883 [P21440/D2/T7] INFO  umbraco.content - Load Xml from file...
 2017-04-25 08:15:55,885 [P21440/D2/T7] INFO  umbraco.content - Loaded Xml from file.
 2017-04-25 08:15:56,612 [P21440/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2017-04-25 08:15:56,621 [P21440/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 9ms)
 2017-04-25 08:16:04,588 [P21440/D2/T18] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2017-04-25 08:16:55,977 [P21440/D2/T16] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2017-04-24 08:16:55
 2017-04-25 08:16:56,038 [P21440/D2/T13] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2017-04-25 08:16:56,043 [P21440/D2/T13] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 5ms)
 2017-04-25 08:25:53,001 [P32720/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.13 application starting on H10DCPE72536
 2017-04-25 08:25:53,020 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-04-25 08:25:53,028 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 8ms)
 2017-04-25 08:25:53,073 [P32720/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-04-25 08:25:53,076 [P32720/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-04-25 08:25:53,080 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2017-04-25 08:25:53,320 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 240ms)
 2017-04-25 08:25:53,334 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-04-25 08:25:53,337 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 3ms)
 2017-04-25 08:25:53,340 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-04-25 08:25:53,344 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 4ms)
 2017-04-25 08:25:53,354 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2017-04-25 08:25:53,358 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 3ms)
 2017-04-25 08:25:53,358 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2017-04-25 08:25:53,362 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 3ms)
 2017-04-25 08:25:53,389 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2017-04-25 08:25:53,393 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 4ms)
 2017-04-25 08:25:53,394 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2017-04-25 08:25:53,398 [P32720/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 4ms)
 2017-04-25 08:25:54,324 [P32720/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-04-25 08:25:54,709 [P32720/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-04-25 08:25:54,720 [P32720/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2017-04-25 08:25:54,857 [P32720/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2017-04-25 08:25:54,956 [P32720/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 2013ms)
 2017-04-25 08:25:55,150 [P32720/D2/T7] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:49404/umbraco (UmbracoModule request)
 2017-04-25 08:25:55,387 [P32720/D2/T7] INFO  umbraco.content - Load Xml from file...
 2017-04-25 08:25:55,390 [P32720/D2/T7] INFO  umbraco.content - Loaded Xml from file.
 2017-04-25 08:25:56,149 [P32720/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
